serial_no,nice_class_code,mark_id_char,mark_length,statement_text,dict_indicator,pseudo_mark,formatted_text
71001266,16,THE SATURDAY EVENING POST,4,ILLUSTRATED WEEKLY MAGAZINE OF GENERAL INTEREST,0,,"[CLS]THE SATURDAY EVENING POST [SEP] ILLUSTRATED WEEKLY MAGAZINE OF GENERAL INTEREST [SEP] mark absent in Wordnet [SEP] Mark length is 4 [SEP] NICE category is 16 [SEP] Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; artists' and drawing materials; paintbrushes; typewriters and office requisites (except furniture); instructional and teaching materials (except apparatus); plastic materials forsheets, films and bags for wrapping and packaging; printers' type; printing blocks. [SEP] Pseudo mark is  [CLS]"
71001268,16,LADIES' HOME JOURNAL,3,MONTHLY MAGAZINE DEVOTED EXCLUSIVELY TO WOMEN'S INTERESTS,0,,"[CLS]LADIES' HOME JOURNAL [SEP] MONTHLY MAGAZINE DEVOTED EXCLUSIVELY TO WOMEN'S INTERESTS [SEP] mark absent in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 16 [SEP] Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; artists' and drawing materials; paintbrushes; typewriters and office requisites (except furniture); instructional and teaching materials (except apparatus); plastic materials forsheets, films and bags for wrapping and packaging; printers' type; printing blocks. [SEP] Pseudo mark is  [CLS]"
71001279,3,SPIRITTINE,1,"PINE-WOOD OIL, A PRODUCT OBTAINED BY THE DISTILLATION OF PINE-WOOD AND REMAINING AFTER THE PYROLIGNEOUS ACID AND THE SPIRIT ARE REMOVED",0,,"[CLS]SPIRITTINE [SEP] PINE-WOOD OIL, A PRODUCT OBTAINED BY THE DISTILLATION OF PINE-WOOD AND REMAINING AFTER THE PYROLIGNEOUS ACID AND THE SPIRIT ARE REMOVED [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
71001300,2,AD-EL-ITE,1,"PAINT&VARNISH, REMOVERS",0,,"[CLS]AD-EL-ITE [SEP] PAINT&VARNISH, REMOVERS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 2 [SEP] Paints, varnishes, lacquers; preservatives against rust and against deterioration of wood; colorants; mordants; raw natural resins; metals in foil and powder form for painters, decorators, printers and artists. [SEP] Pseudo mark is  [CLS]"
71001324,29,KING,1,OLIVES,1,,"[CLS]KING [SEP] OLIVES [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
71001326,30,GULDEN'S MUSTARD,2,MUSTARD,0,GULDENS MUSTARD,"[CLS]GULDEN'S MUSTARD [SEP] MUSTARD [SEP] mark absent in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is GULDENS MUSTARD [CLS]"
71001331,23,COLUMBIA,1,YARNS OF ALL DESCRIPTIONS,1,,"[CLS]COLUMBIA [SEP] YARNS OF ALL DESCRIPTIONS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 23 [SEP] Yarns and threads, for textile use. [SEP] Pseudo mark is  [CLS]"
71001332,6,CH,1,RAILWAY-CAR CASTINGS,0,,"[CLS]CH [SEP] RAILWAY-CAR CASTINGS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 6 [SEP] Common metals and their alloys; metal building materials; transportable buildings of metal; materials of metal for railway tracks; non-electric cables and wires of common metal; ironmongery, small items of metal hardware; pipes and tubes of metal; safes; goods of common metal not included in other classes; ores. [SEP] Pseudo mark is  [CLS]"
71001338,12,N,1,RAILWAY-CAR CASTINGS,1,,"[CLS]N [SEP] RAILWAY-CAR CASTINGS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 12 [SEP] Vehicles; apparatus for locomotion by land, air or water. [SEP] Pseudo mark is  [CLS]"
71001370,6,JENKINS BROS.,2,"VALVES, AND PARTS OF VALVES, COCKS, AND PARTS OF COCKS",0,,"[CLS]JENKINS BROS. [SEP] VALVES, AND PARTS OF VALVES, COCKS, AND PARTS OF COCKS [SEP] mark absent in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 6 [SEP] Common metals and their alloys; metal building materials; transportable buildings of metal; materials of metal for railway tracks; non-electric cables and wires of common metal; ironmongery, small items of metal hardware; pipes and tubes of metal; safes; goods of common metal not included in other classes; ores. [SEP] Pseudo mark is  [CLS]"
71001388,13,EBL,1,CARTRIDGES,0,,[CLS]EBL [SEP] CARTRIDGES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 13 [SEP] Firearms; ammunition and projectiles; explosives; fireworks. [SEP] Pseudo mark is  [CLS]
71001430,24,NAUMKEAG SATTEEN TWILLS,3,COTTON PIECE GOODS,0,,[CLS]NAUMKEAG SATTEEN TWILLS [SEP] COTTON PIECE GOODS [SEP] mark absent in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 24 [SEP] Textiles and substitutes for textiles; bed covers; table covers; household linen; curtains of textile or plastic. [SEP] Pseudo mark is  [CLS]
71001438,11,JEWEL,1,"HEATING AND COOKING STOVES, [ FURNACES, ] AND RANGES AND PARTS THEREOF",1,,"[CLS]JEWEL [SEP] HEATING AND COOKING STOVES, [ FURNACES, ] AND RANGES AND PARTS THEREOF [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 11 [SEP] Apparatus for lighting, heating, steam generating, cooking, refrigerating, drying, ventilating, water supply and sanitary purposes. [SEP] Pseudo mark is  [CLS]"
71001448,5,PAINKILLER,1,MEDICINAL PREPARATION FOR EXTERNAL AND INTERNAL USE AND INTENDED FOR THE ALLEVIATION OF PAIN,1,,"[CLS]PAINKILLER [SEP] MEDICINAL PREPARATION FOR EXTERNAL AND INTERNAL USE AND INTENDED FOR THE ALLEVIATION OF PAIN [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
71001457,25,STETSON,1,HATS AND CAPS,1,,"[CLS]STETSON [SEP] HATS AND CAPS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is  [CLS]"
71001477,4,VALVOLINE,1,LUBRICATING-OILS,0,VALVEOLINE,"[CLS]VALVOLINE [SEP] LUBRICATING-OILS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 4 [SEP] Industrial oils and greases; lubricants; dust absorbing, wetting and binding compositions; fuels (including motor spirit) and illuminants; candles and wicks for lighting. [SEP] Pseudo mark is VALVEOLINE [CLS]"
71001478,4,VALVOLINE,1,LUBRICATING-OILS,0,VALVEOLINE,"[CLS]VALVOLINE [SEP] LUBRICATING-OILS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 4 [SEP] Industrial oils and greases; lubricants; dust absorbing, wetting and binding compositions; fuels (including motor spirit) and illuminants; candles and wicks for lighting. [SEP] Pseudo mark is VALVEOLINE [CLS]"
71001557,5,DR. HOFFMAN'S RED DROPS,4,AN INTERNAL REMEDY FOR COLIC AND CHOLERA,0,DOCTOR HOFFMAN'S,"[CLS]DR. HOFFMAN'S RED DROPS [SEP] AN INTERNAL REMEDY FOR COLIC AND CHOLERA [SEP] mark absent in Wordnet [SEP] Mark length is 4 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is DOCTOR HOFFMAN'S [CLS]"
71001561,28,NO. 808 IVORY FINISH,4,PLAYING CARDS,0,NUMBER 808,"[CLS]NO. 808 IVORY FINISH [SEP] PLAYING CARDS [SEP] mark absent in Wordnet [SEP] Mark length is 4 [SEP] NICE category is 28 [SEP] Games, toys and playthings; video game apparatus; gymnastic and sporting articles; decorations for Christmas trees. [SEP] Pseudo mark is NUMBER 808 [CLS]"
71001565,16,UNITED STATES U.S.,3,PLAYING-CARDS,1,,"[CLS]UNITED STATES U.S. [SEP] PLAYING-CARDS [SEP] mark present in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 16 [SEP] Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; artists' and drawing materials; paintbrushes; typewriters and office requisites (except furniture); instructional and teaching materials (except apparatus); plastic materials forsheets, films and bags for wrapping and packaging; printers' type; printing blocks. [SEP] Pseudo mark is  [CLS]"
71001568,28,CONGRESS,1,PLAYING-CARDS,1,,"[CLS]CONGRESS [SEP] PLAYING-CARDS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 28 [SEP] Games, toys and playthings; video game apparatus; gymnastic and sporting articles; decorations for Christmas trees. [SEP] Pseudo mark is  [CLS]"
71001582,16,RAMBLER,1,PLAYING CARDS,1,,"[CLS]RAMBLER [SEP] PLAYING CARDS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 16 [SEP] Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; artists' and drawing materials; paintbrushes; typewriters and office requisites (except furniture); instructional and teaching materials (except apparatus); plastic materials forsheets, films and bags for wrapping and packaging; printers' type; printing blocks. [SEP] Pseudo mark is  [CLS]"
71001590,16,ALADDIN,1,PLAYING CARDS,1,,"[CLS]ALADDIN [SEP] PLAYING CARDS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 16 [SEP] Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; artists' and drawing materials; paintbrushes; typewriters and office requisites (except furniture); instructional and teaching materials (except apparatus); plastic materials forsheets, films and bags for wrapping and packaging; printers' type; printing blocks. [SEP] Pseudo mark is  [CLS]"
71001599,16,LEAGUE,1,PLAYING CARDS,1,,"[CLS]LEAGUE [SEP] PLAYING CARDS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 16 [SEP] Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; artists' and drawing materials; paintbrushes; typewriters and office requisites (except furniture); instructional and teaching materials (except apparatus); plastic materials forsheets, films and bags for wrapping and packaging; printers' type; printing blocks. [SEP] Pseudo mark is  [CLS]"
71001606,16,RACER,1,PLAYING CARDS,1,,"[CLS]RACER [SEP] PLAYING CARDS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 16 [SEP] Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; artists' and drawing materials; paintbrushes; typewriters and office requisites (except furniture); instructional and teaching materials (except apparatus); plastic materials forsheets, films and bags for wrapping and packaging; printers' type; printing blocks. [SEP] Pseudo mark is  [CLS]"
71001612,28,APOLLO,1,PLAYING CARDS,1,,"[CLS]APOLLO [SEP] PLAYING CARDS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 28 [SEP] Games, toys and playthings; video game apparatus; gymnastic and sporting articles; decorations for Christmas trees. [SEP] Pseudo mark is  [CLS]"
71001628,1,PARAGON,1,GRASS SEED,1,,"[CLS]PARAGON [SEP] GRASS SEED [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 1 [SEP] Chemicals used in industry, science and photography, as well as in agriculture, horticulture and forestry; unprocessed artificial resins, unprocessed plastics; manures; fire extinguishing compositions; tempering and soldering preparations; chemical substances for preserving foodstuffs; tanning substances; adhesives used in industry. [SEP] Pseudo mark is  [CLS]"
71001635,1,COMET,1,GRASS SEED,1,,"[CLS]COMET [SEP] GRASS SEED [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 1 [SEP] Chemicals used in industry, science and photography, as well as in agriculture, horticulture and forestry; unprocessed artificial resins, unprocessed plastics; manures; fire extinguishing compositions; tempering and soldering preparations; chemical substances for preserving foodstuffs; tanning substances; adhesives used in industry. [SEP] Pseudo mark is  [CLS]"
71001643,1,ATLAS,1,GRASS SEED,1,,"[CLS]ATLAS [SEP] GRASS SEED [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 1 [SEP] Chemicals used in industry, science and photography, as well as in agriculture, horticulture and forestry; unprocessed artificial resins, unprocessed plastics; manures; fire extinguishing compositions; tempering and soldering preparations; chemical substances for preserving foodstuffs; tanning substances; adhesives used in industry. [SEP] Pseudo mark is  [CLS]"
71001646,16,IRON GLUE,2,GLUE,1,,"[CLS]IRON GLUE [SEP] GLUE [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 16 [SEP] Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; artists' and drawing materials; paintbrushes; typewriters and office requisites (except furniture); instructional and teaching materials (except apparatus); plastic materials forsheets, films and bags for wrapping and packaging; printers' type; printing blocks. [SEP] Pseudo mark is  [CLS]"
71001647,30,BANQUET,1,GROUND AND UNGROUND SPICES AND MUSTARDS IN BOTH WET AND DRY STATE,1,,"[CLS]BANQUET [SEP] GROUND AND UNGROUND SPICES AND MUSTARDS IN BOTH WET AND DRY STATE [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
71001667,25,KAYSER,1,KNIT SILK GLOVES AND KNIT COTTON GLOVES,0,,"[CLS]KAYSER [SEP] KNIT SILK GLOVES AND KNIT COTTON GLOVES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is  [CLS]"
71001668,25,KAYSER,1,KNIT SILK UNDERWEAR,0,,"[CLS]KAYSER [SEP] KNIT SILK UNDERWEAR [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is  [CLS]"
71001681,14,CO,1,"WATCHES, WATCHCASES, AND WATCH MOVEMENTS",1,,"[CLS]CO [SEP] WATCHES, WATCHCASES, AND WATCH MOVEMENTS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 14 [SEP] Precious metals and their alloys; jewellery, precious and semi-precious stones; horological and chronometric instruments. [SEP] Pseudo mark is  [CLS]"
71001722,5,GLYCO-THYMOLINE,1,AN ALTERATIVE SOLUTION FOR THE TREATMENT OF MUCOUS MEMBRANE,0,,"[CLS]GLYCO-THYMOLINE [SEP] AN ALTERATIVE SOLUTION FOR THE TREATMENT OF MUCOUS MEMBRANE [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
71001732,32,PEPSI-COLA,1,TONIC BEVERAGE,0,,[CLS]PEPSI-COLA [SEP] TONIC BEVERAGE [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 32 [SEP] Beers; mineral and aerated waters and other non-alcoholic beverages; fruit beverages and fruit juices; syrups and other preparations for making beverages. [SEP] Pseudo mark is  [CLS]
71001755,8,A,1,"SILVER TABLEWARE, HOLLOW WARE, AND FLAT WARE",1,,"[CLS]A [SEP] SILVER TABLEWARE, HOLLOW WARE, AND FLAT WARE [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 8 [SEP] Hand tools and implements (hand-operated); cutlery; side arms; razors. [SEP] Pseudo mark is  [CLS]"
71001769,5,DE WITT'S LITTLE EARLY RISERS,5,REMEDIES FOR THE BOWELS AND LIVER,0,,"[CLS]DE WITT'S LITTLE EARLY RISERS [SEP] REMEDIES FOR THE BOWELS AND LIVER [SEP] mark absent in Wordnet [SEP] Mark length is 5 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
71001772,29,NUCOLINE,1,VEGETABLE BUTTER,0,,"[CLS]NUCOLINE [SEP] VEGETABLE BUTTER [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
71001785,19,MALTHOID,1,WATERPROOF AND WEATHERPROOF BUILDING AND ROOFING MATERIALS MADE OF PAPER AND FELT IN WHOLE OR IN PART,0,,"[CLS]MALTHOID [SEP] WATERPROOF AND WEATHERPROOF BUILDING AND ROOFING MATERIALS MADE OF PAPER AND FELT IN WHOLE OR IN PART [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 19 [SEP] Building materials (non-metallic); non-metallic rigid pipes for building; asphalt, pitch and bitumen; non-metallic transportable buildings; monuments, not of metal. [SEP] Pseudo mark is  [CLS]"
